Classification,AllocationType,Description,ExpenseTypeCode,FormID,HasAttendees,HasExceptions,HasImage,HasVAT,ID,ExpenseTypeName,IsBillable,IsImageRequired,IsPersonal,IsPersonalCardCharge,LocationID,LocationName,PaymentTypeID,PaymentTypeName,PostedAmount,ReceiptReceived,ReportID,ReportOwnerID,SpendCategoryCode,SpendCategoryName,TaxReceiptType,TransactionAmount,TransactionCurrencyCode,TransactionDate,Vendor,ExchangeRate,ApprovedAmount
ApprovedAmount,N,Callout,OFCSP,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt2H5pdqMfFfIe6tYK7A8efWZmPqA,Office Supplies,FALSE,TRUE,FALSE,FALSE,gWtbwiGzAswQhHsdaDJYszkLQjRthgarL0w,"St Louis, Missouri",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),68.23,FALSE,971BDF1B45E342528FB0,nidusa@anybizbu.com,OFFIC,Office,N,68.23,USD,05/22/13,Office Warehouse,1,68.23
ApprovedAmount,N,Callout10,MILEG,gWnhNrzltcRDRtejBO$pEDEWf2CQUjLaA6cA,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt1bJ4s7gEHh6g3Ao16TJfPPxHqwQ,Personal Car Mileage,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,15.54,FALSE,39809D12BAB24795A4F8,garyw@anybizbu.com,PRCRM,Personal Car - Mileage Reimbursement,N,15.54,USD,09/30/13,n/a,1,15.54
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1a$s9bgVzcAwi4$p5rt1cJnTHr$sTw,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,C8D1478BF0A149BD8D5E,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Callout10,LUNCH,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt1GpxaDHo$pIZiPz0JtNuklpYeoLg,Lunch,FALSE,TRUE,FALSE,FALSE,gWtbwiGzLwHRQefeuoLU9iFZmWTUtx2Cclw,"Dublin, IRELAND",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,2088.15,FALSE,3A0C913F7D1244909B88,wsadmin@anybizbu.com,MEALS,Meal,N,1500,EUR,03/19/14,n/a,1.3921,1500
HasComments,N,Callout10,OFCSP,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt3a$s8o1EeEZHOIqApPEXECuO$p6Fw,Office Supplies,FALSE,FALSE,FALSE,FALSE,gWtbwiGzItH1UzQ5DkQx2jitc44vmH0i9gg,"Perth, AUSTRALIA",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,42,FALSE,2C223E0B79124674A7B7,greg.norman@anybizbu.com,OFFIC,Office,N,42,AUD,10/24/11,n/a,1,42
HasComments,N,sales,1059,gWnhNrzltcRDQG6PsapwBaxmWXlUvFoCnow,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0aOsqLiAq$sqxH$pH42ps0xnoDKFg,Attendee Gifts,FALSE,FALSE,FALSE,FALSE,gWtbwiGzOwwEgfHJNvHFMYPbxw64lfKc$sNg,"Chicago, Illinois",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,499,FALSE,1BAA455969324FEEA84F,kevinuser@anybizbu.com,ENTER,Entertainment,N,499,USD,05/04/15,n/a,1,499
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2Gu8nGLNz12s4Mc4yckTHnYQZBw,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,8078DE92A5304747BBB6,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2HeorROi7z9vKrYELoRmi29Oiqg,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,B68C7B7A9C8E4753A215,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,"Wireless Expenses for (408) 893-2205,(408) 802-8421",1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2bOxZRbxwlzHpUZJw4rZ3$potmkw,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,86.57,FALSE,5D557DC322934AE2A543,rgona@anybiz.com,TELEC,Telecom,N,86.57,USD,12/09/12,AT&T Mobility,1,86.57
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt1apwoHpB$sFQXPVke1mVVK3kBglQ,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,134.41,FALSE,841873F8F4884BED9316,robe@nissan.com,TELEC,Telecom,N,134.41,USD,09/06/12,Sprint Nextel,1,134.41
HasComments,N,Callout5,BRKFT,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0bJktyuWer7QyVIKykMP$pNASUZw,Breakfast,FALSE,TRUE,FALSE,FALSE,gWtbwiGzOxXwgN0zcMIJ$s5$pzqeSP2q1jcVQ,"Dallas, Texas",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),45.76,FALSE,F28C395A560A40769C9D,sriuser@anybizbu.com,MEALA,Meal - Count in Daily Meal Allowance,N,45.76,USD,08/28/15,Cafe Monte,1,45.76
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2GusqPzjE$pNPJiDuMguR2EVVSlw,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,8E51E284F96B4C349CD1,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Callout5,BRKFT,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0bJYqnbxhcquJu9qNBDajctjhxA,Breakfast,FALSE,TRUE,FALSE,FALSE,,,gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),45.76,FALSE,5EB0EE8A370A4159B970,sriuser@anybizbu.com,MEALA,Meal - Count in Daily Meal Allowance,N,45.76,USD,07/07/15,Cafe Monte,1,45.76
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt2HpcokR$sEuwx5RQOg3rPHq9GRBg,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,520DFDE84CEF42E5A977,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
HasComments,N,Gift Card Purchase,MISCL,gWnhNrzltdBTeouH1uQBxvWSYa9IoPaw9$pA,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt2auovyBI9c38Kf5c4kuZM9dGLSA,Miscellaneous,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,5,FALSE,E2136EE9DDFA4A17827D,chrish@anybiz.com,OTHER,Other,N,5,USD,08/20/12,Tango Card,1,5
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2GZ8mDyCJsH7PWVPpMxO0PcMSXQ,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,ED71289E2ECF4BB98888,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
HasComments,N,"a04K0000006ORwAIAW, Ackerman, Clinton, 2013-01-22",BUSML,gWnhNrzltcRDQG6PsapwBaxmWXlUvFoCnow,TRUE,FALSE,FALSE,FALSE,gWk7Lzqt2bu8unISw8vBiA1US5WYVG1QZjw,Business Meal (attendees),FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,32.63,FALSE,E3D7E9B13CB8497A85FB,dutchin@anybiz.com,MEALA,Meal - Count in Daily Meal Allowance,N,32.63,USD,01/23/13,n/a,1,32.63
ApprovedAmount,N,Callout7,CELPH,gWnhNrzltdBbTC4Wl$pLWdAdDVe1oDcjGeNg,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt2auwpJ0c1$shwaZ9OKgS7$srF4v$sg,Cellular Phone,FALSE,TRUE,FALSE,FALSE,gWtbwiGzPxwElmT1j2z$peJXxcwnIGD66fAg,"Renton, Washington",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,91,FALSE,59844531C4684258AA81,BjornT@anybiz.com,TELEC,Telecom,N,91,USD,07/31/12,Cingular Wireless,1,91
ApprovedAmount,N,Callout7,DUESX,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt3Husn5i6AEPVIHkIjObg0u1gdPA,Dues,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,20,FALSE,804888989E3445619AB4,hfhi@anybizbu.com,FEESD,Fees/Dues,N,20,USD,03/14/12,n/a,1,20
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2Gust8MkGStDG70CtJlRSsLaDrA,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,929C254A91CF43879D5A,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Callout7,UNDEF,gWnhNrzltdBHWVyCL62Px6XaQwW6eRkJPFA,FALSE,TRUE,FALSE,FALSE,gWk7Lzqt3bO0ntQONjHsbweZyi$pjSUAjccA,Undefined,FALSE,FALSE,FALSE,FALSE,gWtbwiGzMx3Uk6l9tgC$pi7Wk$smjle$p8ef$pg,"Monterrey, MEXICO",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),624.01,FALSE,C7A479E692FC43C9B752,j@anybizbu.com,OTHER,Other,N,45.76,USD,01/24/12,Cafe Monte,13.63658217,45.76
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2HpcnYrcshmdl8YuDwIOC0zauog,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,6F6B03EC2D814ECFB0C9,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
HasComments,N,Campaingn attendees,UNDEF,gWnhNrzltdBHWVyCL62Px6XaQwW6eRkJPFA,FALSE,TRUE,FALSE,FALSE,gWk7Lzqt3bO0mG0ig3RYZu5gS3KjeayhBow,Undefined,FALSE,FALSE,FALSE,FALSE,gWtbwiGzMx3Uk6l9tgC$pi7Wk$smjle$p8ef$pg,"Monterrey, MEXICO",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),930.42,FALSE,C7A479E692FC43C9B752,j@anybizbu.com,OTHER,Other,N,68.23,USD,01/24/12,Office Warehouse,13.63652352,68.23
HasComments,N,Gift Card Purchase,MISCL,gWnhNrzltdBTeouH1uQBxvWSYa9IoPaw9$pA,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt2ap8tQzcTOFjqvpC5LjCdHGmXeA,Miscellaneous,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,25,FALSE,0F24A5B48C804B9A839C,chrish@anybiz.com,OTHER,Other,N,25,USD,06/14/12,Tango Card,1,25
HasComments,N,camping,BUSPR,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt1bOxd8SfDXAdAQZvl8pfhZiR4gA,Misc. Promotional Expense,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,1300,FALSE,47EAF29E9E0B42BF8A27,julienm@anybizbu.com,ADVTG,Advertising/Marketing,N,1300,USD,03/07/14,n/a,1,1300
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2Gupbu0KToIxH$s5ehzroLFNUPGw,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,C380593CD6E04CEC9152,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt1a5gsNljj5sJRJmg5iB62LWa8kQ,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,C9270CD6EC5641E79AC4,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Client Appreciation Dinner,BUSML,gWnhNrzltdBLfgkU$phmBuwlsL3Kq$sxcBIdQ,TRUE,TRUE,FALSE,FALSE,gWk7Lzqt1HZ1bd6pAEpCM6vjqFRTxbwFYEw,Business Meal (attendees),FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,89,FALSE,8CAC6B8CE5864026AB4A,RDC-traveler@anybizbu.com,MEALA,Meal - Count in Daily Meal Allowance,N,89,USD,05/11/14,n/a,1,89
HasComments,N,Client Appreciation Dinner,LODNG,gWnhNrzltdBSkqTLu8IKQ7dlANPAbjNT7fw,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2GO8rI2R2HUPey2oRjfLXk6VJZg,Hotel,FALSE,FALSE,FALSE,FALSE,gWtbwiGzPwnEjirg1BzQja2lGDw$sSQuIfsQ,"New York, New York",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),1422.77,FALSE,742C617DC5A747BD9119,miguelr@anybizbu.com,LODGA,Lodging,N,1422.77,USD,05/03/13,Marriott Hotels,1,1422.77
ApprovedAmount,N,Gift Card Purchase,MISCL,gWnhNrzltdBTeouH1uQBxvWSYa9IoPaw9$pA,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt2aZ8p2egRe2Jh95DIZz3MVp$pNXg,Miscellaneous,FALSE,FALSE,FALSE,FALSE,gWtbwiGzAsQYm7c7gZGUrlVf$pkcVyWtV0kA,"Seattle, Washington",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,10,FALSE,74852013F0C04E47B7DF,chrish@anybiz.com,OTHER,Other,N,10,USD,09/05/12,Tango Card,1,10
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1apomzZwcFw7MnfAFMB2ZXssquA,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,134.41,FALSE,68FE1313E0DC465EA3B0,robe@nissan.com,TELEC,Telecom,N,134.41,USD,09/06/12,Sprint Nextel,1,134.41
HasComments,N,Wireless Expenses for (415) 465-3044,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1a59Zw$sHmkSTLuXxmeShhByh$sCA,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,289.99,FALSE,E2D4912B84E94F0A8FCA,pias2@zip.com,TELEC,Telecom,N,289.99,USD,03/25/13,AT&T Mobility,1,289.99
ApprovedAmount,N,Client visit,AIRFR,gWnhNrzltcmakeqRCF20W4vBFvjiwvBS9hA,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2H$stZCO1BZMe$skAEmDMGKqJWQ4w,Airfare,FALSE,TRUE,FALSE,FALSE,gWtbwiGzBxHFQ$sJgZV1iVmspV1qCtKirkSg,"Dallas-Fort Worth Int Apt, Texas",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),275.8,FALSE,3D683A059B4F44E89691,nidusa@anybizbu.com,AIRFR,Airfare,N,275.8,USD,03/28/13,American Airlines,1,275.8
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2GuwrnLFfrrGsiWRIZZDbyaT0$sg,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,66494CBD490A491CBB00,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1a$stemo4Bo9halZxRn$sK3Ga9bQA,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,91E58927E81C40A09220,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Closing deals,BRKFT,gWnhNrzltdBTRUUldhGttCey7deJtRUsCWA,FALSE,FALSE,FALSE,TRUE,gWk7Lzqt3GphedTnLJNmvcZqpXdjCbLshZQ,Breakfast,FALSE,TRUE,FALSE,FALSE,gWtbwiGzIw3ImEfo8wer5vqkqWNMSUotvqw,"Edmonton, Alberta",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,100,FALSE,EBA0203100CA45529C21,heatherk_test@anybizbu.com,MEALA,Meal - Count in Daily Meal Allowance,R,100,CAD,01/04/12,n/a,1,100
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt1appap$pXoueIg0EicnN$sCdXCg0w,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,E7A5BCFF5EF94FA6A7C9,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Coffee for the team,OFCSP,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,TRUE,FALSE,FALSE,gWk7Lzqt0aO9crDOryftVb0gwXh$s$pmAna1g,Office Supplies,FALSE,FALSE,FALSE,FALSE,,,gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),68.23,FALSE,844194C15D7D42A1A758,briank@anybizbu.com,OFFIC,Office,N,68.23,USD,06/19/15,Office Warehouse,1,68.23
HasComments,N,Coffee for the team,LODNG,gWnhNrzltcRDVSsR0fkUK$sJ53VEUTwSJNPw,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt3auwvwZDYZwx3LYbHSe5L5Xm72Q,Hotel,FALSE,FALSE,FALSE,FALSE,gWtbwiGzAsQYm7c7gZGUrlVf$pkcVyWtV0kA,"Seattle, Washington",gWsxpR2vDTTegApXXBEl7olEluYIE,Corporate Card IBCP,486.73,FALSE,9164FC621B62431A85CA,kathyn_test@anybizbu.com,LODGA,Lodging,N,486.73,USD,11/23/11,Hampton Inns,1,486.73
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt1a$sxZWL11FtQyicbUi3YyW52xxQ,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,134.41,FALSE,3CEF67453265412793A2,robe@nissan.com,TELEC,Telecom,N,134.41,USD,09/06/12,Sprint Nextel,1,134.41
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2GZ4r4TMqQs2tZ0dd04$pSE$pjFug,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,BF86D9C14B4A4197AA06,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2Hu8sJ3Lapl3U7eLQAdgwfq7Cjw,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,EDADB2F582A34DEE883E,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1apxd5uvNYewysnJO2Ec8F9$sZsg,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,134.41,FALSE,21AEBBA6D79447FDABB9,robe@nissan.com,TELEC,Telecom,N,134.41,USD,09/06/12,Sprint Nextel,1,134.41
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt2Hp8tVRKXx8ahJYb7VMIieJ3kvA,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,DF741E78D4D54F9DBF4A,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Gift Card Purchase,MISCL,gWnhNrzltdBTeouH1uQBxvWSYa9IoPaw9$pA,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt2aZxbqRWTDo4d9n7rcovTX0WRbw,Miscellaneous,FALSE,FALSE,FALSE,FALSE,gWtbwiGzAsQYm7c7gZGUrlVf$pkcVyWtV0kA,"Seattle, Washington",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,10,FALSE,F7A85B85D5344B9C98E4,chrish@anybiz.com,OTHER,Other,N,10,USD,09/05/12,Tango Card,1,10
ApprovedAmount,N,Gift Card Purchase,MISCL,gWnhNrzltdBTeouH1uQBxvWSYa9IoPaw9$pA,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt2auguogOy$sBb8$sSn2Za42j8qxUg,Miscellaneous,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,5,FALSE,D338BB04B3EF4C52868F,davidl@anybiz.com,OTHER,Other,N,5,USD,09/01/12,Tango Card,1,5
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2HppbVCxHmZPJyNCq$pByXXoknmA,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,555FA944AE9E414AA9B8,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2HpwuIrgTg3cpKaSiXSZ7VFo25Q,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,A119E03A19894A95BDCF,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Command: Taxi 40 used office-client,ONLIN,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0Yupc$s4INB9fJKr0aN4wt79up1g,Internet,FALSE,FALSE,FALSE,FALSE,gWtbwiGzPuX1Q6r5Iq4MqINJpQiahzHeRww,"Lenexa, Kansas",gWrQbNglpw$pQVSMJiMYJadw7fFTb3,Purchasing Card CBCP,3512.34,FALSE,69205583DA16449BA128,HigherEd_Testuser@anybizbu.com,TELEC,Telecom,N,3512.34,USD,02/01/16,CORPORATE TELCOM,1,3512.34
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt1a$sxbxisvtA42fToUJdYqLdyKYg,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,134.41,FALSE,2FDC48FC8D8248DB92B6,robe@nissan.com,TELEC,Telecom,N,134.41,USD,09/06/12,Sprint Nextel,1,134.41
